scale_km,buffer_km,pet_threshold,elder_threshold,grid_count,grid_share,population_exposed_share,population_dense_grid_count,population_dense_grid_share_within_flag,mean_all_age_buffer_alignment,mean_service_density_pct,mean_transit_buffer_pct,mean_population_pct,mean_housing_price_pct
0.5,0.5,0.85,0.3,2475,0.08373650911797544,0.19511108433859312,1769,0.7147474747474748,0.5496698959523882,0.7808986526838209,0.7403666635776729,0.7662864126445125,0.4257528850631127
0.5,0.5,0.85,0.4,2475,0.08373650911797544,0.19511108433859312,1769,0.7147474747474748,0.5496698959523882,0.7808986526838209,0.7403666635776729,0.7662864126445125,0.4257528850631127
0.5,0.5,0.9,0.1,1079,0.03650573468213959,0.11430882236712801,955,0.8850787766450418,0.66542007538505,0.8734000929618262,0.8463259058345828,0.8530428908237341,0.42291919928681415
0.5,0.5,0.9,0.2,1079,0.03650573468213959,0.11430882236712801,955,0.8850787766450418,0.66542007538505,0.8734000929618262,0.8463259058345828,0.8530428908237341,0.42291919928681415
0.5,0.5,0.9,0.25,1079,0.03650573468213959,0.11430882236712801,955,0.8850787766450418,0.66542007538505,0.8734000929618262,0.8463259058345828,0.8530428908237341,0.42291919928681415
0.5,0.5,0.9,0.3,1079,0.03650573468213959,0.11430882236712801,955,0.8850787766450418,0.66542007538505,0.8734000929618262,0.8463259058345828,0.8530428908237341,0.42291919928681415
0.5,0.5,0.9,0.4,1079,0.03650573468213959,0.11430882236712801,955,0.8850787766450418,0.66542007538505,0.8734000929618262,0.8463259058345828,0.8530428908237341,0.42291919928681415
0.5,1.0,0.7,0.1,3613,0.12223838684575566,0.13288069032429628,1568,0.4339883753113756,0.4913963052636123,0.5860542548245053,0.587499687883797,0.6274489626095328,0.3338160476463336
0.5,1.0,0.7,0.2,3613,0.12223838684575566,0.13288069032429628,1568,0.4339883753113756,0.4913963052636123,0.5860542548245053,0.587499687883797,0.6274489626095328,0.3338160476463336
0.5,1.0,0.7,0.25,3613,0.12223838684575566,0.13288069032429628,1568,0.4339883753113756,0.4913963052636123,0.5860542548245053,0.587499687883797,0.6274489626095328,0.3338160476463336
0.5,1.0,0.7,0.3,3613,0.12223838684575566,0.13288069032429628,1568,0.4339883753113756,0.4913963052636123,0.5860542548245053,0.587499687883797,0.6274489626095328,0.3338160476463336
