component,context,strata_spec,threshold,pair,pair_family,grids,O,E,Delta,rho,z_approx,q2.5,q50,q97.5,M,p_upper,R,seed,usable_grids,strata_used
spatial_ccem,non_elite,socio_spatial_q4,0.9,pet_medical__elder_care,pet_formal_care_contrast,9907,310,226.61097125043622,83.38902874956378,1.36798319291173,6.52315551866178,212.0,227.0,241.0,69.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.9,elder_care__health_care,formal_care_pair,9907,424,313.4005935171785,110.59940648282151,1.3529010753987587,7.822323039333506,299.0,313.0,328.0,96.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.9,health_care__transit,urban_service_pair,9907,639,479.5940469757946,159.40595302420542,1.3323768383477261,9.979955642577378,463.0,480.0,497.0,142.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.9,daily_life__health_care,urban_service_pair,9907,780,506.1915061073662,273.8084938926338,1.5409187838773364,16.865056988855343,489.0,506.0,523.0,257.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,pet_retail__pet_medical,companion_animal_pair,9907,698,550.0536562378327,147.94634376216732,1.2689671127250868,8.833150369279537,534.0,550.0,567.0,131.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,pet_retail__elder_care,pet_formal_care_contrast,9907,557,479.68549582053595,77.31450417946405,1.1611774899451819,4.673097210750812,463.0,480.0,496.0,61.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,pet_medical__elder_care,pet_formal_care_contrast,9907,551,480.09836587062557,70.90163412937443,1.1476814735680243,4.39195802373591,464.0,480.0,496.0,55.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,elder_care__health_care,formal_care_pair,9907,828,742.4871188314938,85.51288116850617,1.1151708615539135,4.629616079373481,729.975,742.0,756.0,72.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,health_care__transit,urban_service_pair,9907,1307,1179.7802176556593,127.21978234434073,1.1078334595210786,6.887368435139058,1163.975,1180.0,1195.0,112.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.8,daily_life__health_care,urban_service_pair,9907,1731,1556.7674631671007,174.2325368328993,1.1119194362390123,10.24926630176447,1546.0,1557.0,1568.0,163.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,pet_retail__pet_medical,companion_animal_pair,9907,446,323.30673824448263,122.69326175551737,1.3794949106898522,8.540745695101613,308.0,324.0,340.0,106.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,pet_retail__elder_care,pet_formal_care_contrast,9907,331,274.16018629376276,56.83981370623724,1.2073233698686408,4.195907508229458,260.0,274.0,289.0,42.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,pet_medical__elder_care,pet_formal_care_contrast,9907,310,249.5743493724274,60.425650627572594,1.2421148278239218,4.607410928875875,236.0,250.0,265.0,45.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,elder_care__health_care,formal_care_pair,9907,424,351.07486257076954,72.92513742923046,1.2077196210951453,5.039180966944064,337.0,351.0,366.0,58.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,health_care__transit,urban_service_pair,9907,639,542.244410736461,96.75558926353904,1.178435383284317,6.154158900487355,528.0,543.0,556.0,83.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,base_plus_spatial_q4,0.9,daily_life__health_care,urban_service_pair,9907,780,592.4434405932913,187.55655940670874,1.316581375631206,11.45369198058647,577.975,593.0,608.0,172.0,0.0004997501249375312,2000,20260609,8069,644
spatial_ccem,non_elite,fine_base_context_q5,0.8,pet_retail__pet_medical,companion_animal_pair,9907,698,567.4945116701791,130.50548832982088,1.2299678422364533,7.754463061602252,552.0,568.0,585.0,113.0,0.0004997501249375312,2000,20260609,9680,321
spatial_ccem,non_elite,fine_base_context_q5,0.8,pet_retail__elder_care,pet_formal_care_contrast,9907,557,495.45617052568406,61.54382947431594,1.1242164961009917,3.610268171990981,477.0,496.0,513.0,44.0,0.0004997501249375312,2000,20260609,9680,321
